feature,importance
x1_REAP_Antigen_OPSX_Epitope-1-N,0.0005965879687704273
x1_Cytokines_Complement C2_Obs_Conc_ng/mL_GG16.1_ML,0.0005952021836822036
x1_Flow_Cyt_NaiveBofLive,0.0005923229413781941
x1_REAP_Antigen_PGA3_ML,0.0005910064349704819
x0_LC_Symptom_mmpain_cramp_ML_8,0.0005902450989404746
x1_REAP_Antigen_NTSR1_Epitope-4-N,0.0005893259899603431
x1_REAP_Antigen_GPR153_Epitope-3-N,0.0005889395965870314
x1_SI_SARS_CoV_2_SCSCoV2_Panel_No_stage_Spike_[FL][DN]XY[FY]XD_Motif_Family_7_zscore,0.0005848944053255401
x1_Flow_Cyt_CD8IFNynumber_ML2,0.0005826114781287902
x1_REAP_Antigen_OR5B2_Epitope-3-N,0.0005825811028015171
x1_Cytokines_CCL20_Obs_Conc_pg/mL_GG3.2_ML,0.000578395304951442
x1_REAP_Antigen_RXFP3_Epitope-3-N,0.0005774369155656699
x1_REAP_Antigen_TINAG,0.0005771622021916653
x1_REAP_Antigen_OR52N1_Epitope-2-N,0.0005756516746738612
x1_SI_HSV1_Patient_Report_No_stage_Assembly_protein_SQHXPXH_Motif_Family_28_zscore_Max_ML,0.0005737181746724157
x1_Flow_Cyt_cMononumber_ML2,0.000573251124967712
x1_REAP_Antigen_LLCFC1,0.0005663492578653635
x1_REAP_Antigen_DAND5,0.0005656053914409587
x1_REAP_Antigen_SLC36A3_Epitope-2-N,0.0005626896871306531
x0_LC_Symptom_fatigue_ML_1,0.0005609133279882427
x1_SI_SARS_CoV_2_SCSCoV2_Panel_No_stage_Nucleocapsid_[GS][AS]AXXX[KR]K_Motif_Family_26_zscore_Max_ML,0.0005603096906466478
x1_Cytokines_IL-9_Obs_Conc_pg/mL_GG4.2_ML,0.0005582739847958356
x1_SI_HSV1_Patient_Report_No_stage_Envelope_glycoprotein_D_ATP[YFW]H_Motif_Family_3_zscore_Max_ML,0.0005561573570329327
x1_SI_NY_ESO_Motif_1_Patient_Report_No_stage_Cancer_Biomarker_All_motif_ScoreSum,0.0005560227153099846
x1_Flow_Cyt_CD8TemraofCD3,0.0005541607194909429
x1_REAP_Antigen_OR2T12_Epitope-2-N,0.0005533588210447664
x1_REAP_Antigen_CES1,0.0005524919093938458
x1_REAP_Antigen_LEFTY2,0.0005521351029337289
x1_SI_HSV1_Patient_Report_No_stage_Envelope_glycoprotein_E_H[IV]GAP_Motif_Family_16_zscore_Max_ML,0.0005518409952789045
x0_Symp_Survey_gadtotal_Sum,0.0005516609684153746
x1_Flow_Cyt_PD1pCD8TemraofCD3,0.0005476382616183509
x1_REAP_Antigen_REG4,0.0005376217661705886
x0_LC_Symptom_sweats_ML_3,0.0005373639973409746
x1_SI_SARS_CoV_2_SCSCoV2_Panel_No_stage_Additional_Mimitopes_K[DE]X[IV]PXXD_Motif_Family_22_zscore,0.0005372089348839691
x1_REAP_Antigen_MRGPRD_Epitope-3-N,0.0005364121664809043
x1_REAP_Antigen_OR1N1_Epitope-3-N,0.0005340820901265121
x1_Flow_Cyt_CD8PD1pAAofCD3,0.000533339261824385
x1_SI_SARS_CoV_2_SCSCoV2_Panel_No_stage_Additional_Mimitopes_PXWXXG[LM]D_None_zscore,0.0005327342600290297
x1_REAP_Antigen_ACKR3_Epitope-4-N,0.0005319595439814894
x1_SI_EBV_Patient_Report_Mono_specific_Unmapped_PAXENXXX[GSP]_zscore,0.0005296064103318408
x1_REAP_Antigen_OR6K2_Epitope-3-N,0.0005277421514962884
x1_REAP_Antigen_SLC35G2_Epitope-3-N,0.0005243220064454845
x1_REAP_Antigen_CALCR_Epitope-2-N_ML,0.0005208739863233672
x1_Flow_Cyt_NaiveBofB_ML,0.0005197494477694462
x1_Flow_Cyt_IL4IL6DPofCD8num_ML2,0.0005181984925436545
x1_Flow_Cyt_HLADRofintMono,0.0005133892004905424
x1_Flow_Cyt_PD1nCD8TemraofCD8,0.0005108960703258412
x1_Cytokines_Complement C5_Obs_Conc_ng/mL_GG16.6_ML,0.0005100978832382818
x1_SI_Babesia_microti_Patient_Report_No_stage_Tick_borne_All_motif_ScoreSum,0.0005083471303772104
x1_REAP_Antigen_MDK_ML,0.0005076342970683654
x1_SI_EBV_Patient_Report_Mono_specific_Triplex_capsid_protein_1_[FW]ESPS_Motif_Family_41_zscore_Max_ML,0.0005048214931358521
x1_REAP_Antigen_OR5T1_Epitope-2-N,0.0005045316728188018
x1_SI_EBV_Patient_Report_Late_Antigen_EBNA4_EXGPFE_Motif_Family_13_zscore_Max_ML,0.0005029954644455874
x1_Flow_Cyt_CD4PD1pAAofCD4_GG34.14_ML,0.0005015318838042462
x1_Flow_Cyt_CD8PD1pTemofCD8_GG33.9_ML,0.0004989736546244712
x1_REAP_Antigen_FCMR,0.0004982426293395854
x1_REAP_Antigen_GPR32,0.0004956167597388152
x1_REAP_Antigen_GNRHR_Epitope-3-N,0.0004949931113127574
x1_REAP_Antigen_MARVELD2_Epitope-2-N,0.0004947679436006443
x1_REAP_Antigen_AMY2B,0.0004947542903025881
x1_Flow_Cyt_Eosnumber_ML2,0.0004943710440770449
x1_REAP_Antigen_OR10A7_Epitope-2-N,0.0004907993616315681
x0_Symp_Survey_neuroqol7,0.0004897097189929384
x1_REAP_Antigen_OR5D14_Epitope-1-N,0.0004895492922269729
x1_REAP_Antigen_GPRC5D_Epitope-1-N_ML,0.00048801418193891304
x1_Cytokines_Complement C4b_Obs_Conc_ng/mL_GG16.2_ML,0.00048466552030293887
x1_Cytokines_CCL1_Obs_Conc_pg/mL_GG3.2_ML,0.0004818271303952044
